Title,Sumary,Sumary Length,Sections Length,Text Length,Word Count,Language Count,Pageviews
Francis Edwards (architect),"Francis Edwards (1784–1857) was a British architect of the Georgian and early Victorian periods, who",900,1,970,159,1,"{'2023-10-24': 0, '2023-10-25': 0, '2023-10-26': 1, '2023-10-27': 0, '2023-10-28': 0, '2023-10-29': None, '2023-10-30': 1, '2023-10-31': 0, '2023-11-01': 1, '2023-11-02': 0, '2023-11-03': 0, '2023-11-04': 0, '2023-11-05': 0, '2023-11-06': 2, '2023-11-07': 0, '2023-11-08': 0, '2023-11-09': 3, '2023-11-10': 3, '2023-11-11': 1, '2023-11-12': 0, '2023-11-13': 1, '2023-11-14': 0, '2023-11-15': 0, '2023-11-16': 0, '2023-11-17': None, '2023-11-18': 0, '2023-11-19': 1, '2023-11-20': 0, '2023-11-21': 1, '2023-11-22': 1, '2023-11-23': 0, '2023-11-24': 1, '2023-11-25': None, '2023-11-26': 0, '2023-11-27': 0, '2023-11-28': None, '2023-11-29': 1, '2023-11-30': 0, '2023-12-01': 0, '2023-12-02': 1, '2023-12-03': 0, '2023-12-04': 0, '2023-12-05': 0, '2023-12-06': 0, '2023-12-07': 0, '2023-12-08': 0, '2023-12-09': 0, '2023-12-10': 0, '2023-12-11': 1, '2023-12-12': 0, '2023-12-13': None, '2023-12-14': None, '2023-12-15': 0, '2023-12-16': 0, '2023-12-17': 1, '2023-12-18': 1, '2023-12-19': 0, '2023-12-20': 0, '2023-12-21': 0, '2023-12-22': 0}"
The X Factor Vietnam,"X-Factor/ Nhân tố bí ẩn is the Vietnamese version of The X Factor, a show originating from the Unite",588,5,4982,841,2,"{'2023-10-24': 3, '2023-10-25': 5, '2023-10-26': 3, '2023-10-27': 1, '2023-10-28': 4, '2023-10-29': 5, '2023-10-30': 1, '2023-10-31': 3, '2023-11-01': 1, '2023-11-02': 9, '2023-11-03': 2, '2023-11-04': 3, '2023-11-05': 5, '2023-11-06': 7, '2023-11-07': 1, '2023-11-08': 1, '2023-11-09': 1, '2023-11-10': 3, '2023-11-11': 2, '2023-11-12': 5, '2023-11-13': 12, '2023-11-14': 2, '2023-11-15': 3, '2023-11-16': 2, '2023-11-17': 4, '2023-11-18': 1, '2023-11-19': 0, '2023-11-20': 1, '2023-11-21': 1, '2023-11-22': 4, '2023-11-23': 2, '2023-11-24': 1, '2023-11-25': 0, '2023-11-26': 2, '2023-11-27': 0, '2023-11-28': 2, '2023-11-29': 0, '2023-11-30': 1, '2023-12-01': 0, '2023-12-02': 2, '2023-12-03': 6, '2023-12-04': 2, '2023-12-05': 1, '2023-12-06': 0, '2023-12-07': 1, '2023-12-08': 4, '2023-12-09': 2, '2023-12-10': 0, '2023-12-11': 0, '2023-12-12': 3, '2023-12-13': 0, '2023-12-14': 4, '2023-12-15': 2, '2023-12-16': 5, '2023-12-17': 1, '2023-12-18': 1, '2023-12-19': 2, '2023-12-20': 3, '2023-12-21': 4, '2023-12-22': 2}"
Aizkraukle Castle,"Aizkraukle Castle (Latvian: Aizkraukles pils; German: Ascheraden) is a ruined medieval castle, locat",327,3,1025,164,8,"{'2023-10-24': 0, '2023-10-25': 2, '2023-10-26': 4, '2023-10-27': 5, '2023-10-28': 3, '2023-10-29': 4, '2023-10-30': 1, '2023-10-31': 4, '2023-11-01': 2, '2023-11-02': 1, '2023-11-03': 3, '2023-11-04': 2, '2023-11-05': 5, '2023-11-06': 5, '2023-11-07': 2, '2023-11-08': 1, '2023-11-09': 4, '2023-11-10': 2, '2023-11-11': 3, '2023-11-12': 5, '2023-11-13': 0, '2023-11-14': 3, '2023-11-15': 4, '2023-11-16': 0, '2023-11-17': 3, '2023-11-18': 1, '2023-11-19': 2, '2023-11-20': 2, '2023-11-21': 3, '2023-11-22': 0, '2023-11-23': 2, '2023-11-24': 3, '2023-11-25': 2, '2023-11-26': 5, '2023-11-27': 4, '2023-11-28': 3, '2023-11-29': 1, '2023-11-30': 2, '2023-12-01': 1, '2023-12-02': 4, '2023-12-03': 2, '2023-12-04': 4, '2023-12-05': 2, '2023-12-06': 2, '2023-12-07': 1, '2023-12-08': 0, '2023-12-09': 0, '2023-12-10': 7, '2023-12-11': 0, '2023-12-12': 3, '2023-12-13': 2, '2023-12-14': 0, '2023-12-15': 2, '2023-12-16': 2, '2023-12-17': 2, '2023-12-18': 2, '2023-12-19': 2, '2023-12-20': 0, '2023-12-21': 3, '2023-12-22': 2}"
Siegburg–Olpe railway,The Siegburg–Olpe railway or Agger Valley Railway (German: Bahnstrecke Siegburg–Olpe or Aggertalbahn,503,4,15706,2414,4,"{'2023-10-24': 1, '2023-10-25': 0, '2023-10-26': None, '2023-10-27': 1, '2023-10-28': 0, '2023-10-29': 1, '2023-10-30': 1, '2023-10-31': 1, '2023-11-01': 1, '2023-11-02': 0, '2023-11-03': 0, '2023-11-04': 0, '2023-11-05': 0, '2023-11-06': 1, '2023-11-07': 0, '2023-11-08': 0, '2023-11-09': 3, '2023-11-10': None, '2023-11-11': 0, '2023-11-12': None, '2023-11-13': 0, '2023-11-14': 1, '2023-11-15': 0, '2023-11-16': 0, '2023-11-17': 0, '2023-11-18': 0, '2023-11-19': 0, '2023-11-20': 0, '2023-11-21': 1, '2023-11-22': 1, '2023-11-23': 0, '2023-11-24': 0, '2023-11-25': 0, '2023-11-26': 1, '2023-11-27': 0, '2023-11-28': 0, '2023-11-29': 0, '2023-11-30': None, '2023-12-01': 0, '2023-12-02': None, '2023-12-03': 0, '2023-12-04': 1, '2023-12-05': 0, '2023-12-06': 0, '2023-12-07': 0, '2023-12-08': 2, '2023-12-09': 0, '2023-12-10': 0, '2023-12-11': 0, '2023-12-12': 0, '2023-12-13': 0, '2023-12-14': 0, '2023-12-15': 1, '2023-12-16': 0, '2023-12-17': 0, '2023-12-18': 3, '2023-12-19': 0, '2023-12-20': 0, '2023-12-21': 0, '2023-12-22': 0}"
Elhuyar,"Elhuyar is a surname. Notable people with the surname include:

Fausto Elhuyar (1755–1833), Spanish ",314,0,314,48,2,"{'2023-10-24': 0, '2023-10-25': None, '2023-10-26': 1, '2023-10-27': None, '2023-10-28': 1, '2023-10-29': 2, '2023-10-30': 0, '2023-10-31': 0, '2023-11-01': None, '2023-11-02': None, '2023-11-03': 1, '2023-11-04': None, '2023-11-05': None, '2023-11-06': 0, '2023-11-07': 1, '2023-11-08': 0, '2023-11-09': 0, '2023-11-10': 0, '2023-11-11': None, '2023-11-12': None, '2023-11-13': 0, '2023-11-14': 1, '2023-11-15': 0, '2023-11-16': 0, '2023-11-17': 3, '2023-11-18': 1, '2023-11-19': 0, '2023-11-20': 0, '2023-11-21': 0, '2023-11-22': None, '2023-11-23': None, '2023-11-24': None, '2023-11-25': 0, '2023-11-26': 0, '2023-11-27': 2, '2023-11-28': 0, '2023-11-29': None, '2023-11-30': 1, '2023-12-01': None, '2023-12-02': None, '2023-12-03': None, '2023-12-04': 0, '2023-12-05': 1, '2023-12-06': None, '2023-12-07': None, '2023-12-08': None, '2023-12-09': 0, '2023-12-10': None, '2023-12-11': 1, '2023-12-12': 1, '2023-12-13': 0, '2023-12-14': 1, '2023-12-15': 0, '2023-12-16': None, '2023-12-17': 0, '2023-12-18': 0, '2023-12-19': 0, '2023-12-20': 1, '2023-12-21': 0, '2023-12-22': 0}"
BBC Northern Ireland,BBC Northern Ireland (Irish: BBC Thuaisceart Éireann; Ulster-Scots: BBC Norlin Airlan) is a division,721,7,8126,1299,14,"{'2023-10-24': 52, '2023-10-25': 59, '2023-10-26': 54, '2023-10-27': 59, '2023-10-28': 55, '2023-10-29': 48, '2023-10-30': 63, '2023-10-31': 54, '2023-11-01': 86, '2023-11-02': 68, '2023-11-03': 70, '2023-11-04': 57, '2023-11-05': 55, '2023-11-06': 57, '2023-11-07': 70, '2023-11-08': 55, '2023-11-09': 59, '2023-11-10': 66, '2023-11-11': 71, '2023-11-12': 55, '2023-11-13': 62, '2023-11-14': 50, '2023-11-15': 66, '2023-11-16': 42, '2023-11-17': 67, '2023-11-18': 43, '2023-11-19': 59, '2023-11-20': 64, '2023-11-21': 60, '2023-11-22': 57, '2023-11-23': 68, '2023-11-24': 71, '2023-11-25': 70, '2023-11-26': 67, '2023-11-27': 61, '2023-11-28': 63, '2023-11-29': 59, '2023-11-30': 41, '2023-12-01': 57, '2023-12-02': 43, '2023-12-03': 53, '2023-12-04': 43, '2023-12-05': 44, '2023-12-06': 50, '2023-12-07': 39, '2023-12-08': 36, '2023-12-09': 64, '2023-12-10': 49, '2023-12-11': 40, '2023-12-12': 41, '2023-12-13': 32, '2023-12-14': 53, '2023-12-15': 52, '2023-12-16': 45, '2023-12-17': 36, '2023-12-18': 52, '2023-12-19': 40, '2023-12-20': 61, '2023-12-21': 60, '2023-12-22': 55}"
Greta theudelinda,"Greta theudelinda is a species of butterfly of the family Nymphalidae. It is found in Colombia, Ecua",169,1,463,63,1,"{'2023-10-24': 1, '2023-10-25': 3, '2023-10-26': 2, '2023-10-27': None, '2023-10-28': 1, '2023-10-29': 2, '2023-10-30': 1, '2023-10-31': None, '2023-11-01': None, '2023-11-02': 1, '2023-11-03': 1, '2023-11-04': 0, '2023-11-05': 0, '2023-11-06': 1, '2023-11-07': None, '2023-11-08': 0, '2023-11-09': 1, '2023-11-10': 0, '2023-11-11': 0, '2023-11-12': None, '2023-11-13': 1, '2023-11-14': 1, '2023-11-15': 0, '2023-11-16': 1, '2023-11-17': None, '2023-11-18': 0, '2023-11-19': 1, '2023-11-20': None, '2023-11-21': 0, '2023-11-22': 0, '2023-11-23': 0, '2023-11-24': 2, '2023-11-25': 1, '2023-11-26': 0, '2023-11-27': None, '2023-11-28': 0, '2023-11-29': 0, '2023-11-30': 1, '2023-12-01': None, '2023-12-02': 0, '2023-12-03': 0, '2023-12-04': 1, '2023-12-05': 1, '2023-12-06': 0, '2023-12-07': 1, '2023-12-08': 4, '2023-12-09': 1, '2023-12-10': None, '2023-12-11': 0, '2023-12-12': 0, '2023-12-13': 2, '2023-12-14': 1, '2023-12-15': 0, '2023-12-16': 2, '2023-12-17': 0, '2023-12-18': 0, '2023-12-19': None, '2023-12-20': None, '2023-12-21': 2, '2023-12-22': 0}"
Kenichi Sugano,"Kenichi Sugano (菅野 賢一, Sugano Kenichi, born August 8, 1971) is a former Japanese football player.",97,4,816,137,25,"{'2023-10-24': 1, '2023-10-25': 1, '2023-10-26': 0, '2023-10-27': 0, '2023-10-28': 0, '2023-10-29': 0, '2023-10-30': 1, '2023-10-31': 0, '2023-11-01': 0, '2023-11-02': None, '2023-11-03': 0, '2023-11-04': 0, '2023-11-05': 0, '2023-11-06': 0, '2023-11-07': 0, '2023-11-08': 0, '2023-11-09': 0, '2023-11-10': 0, '2023-11-11': 0, '2023-11-12': 0, '2023-11-13': 0, '2023-11-14': None, '2023-11-15': 2, '2023-11-16': 1, '2023-11-17': 0, '2023-11-18': 0, '2023-11-19': 0, '2023-11-20': 0, '2023-11-21': 0, '2023-11-22': 0, '2023-11-23': 0, '2023-11-24': 1, '2023-11-25': 0, '2023-11-26': 0, '2023-11-27': 0, '2023-11-28': None, '2023-11-29': 0, '2023-11-30': 1, '2023-12-01': 1, '2023-12-02': 0, '2023-12-03': 0, '2023-12-04': 0, '2023-12-05': 0, '2023-12-06': 0, '2023-12-07': 0, '2023-12-08': 0, '2023-12-09': 0, '2023-12-10': 0, '2023-12-11': 0, '2023-12-12': 1, '2023-12-13': 0, '2023-12-14': 0, '2023-12-15': 1, '2023-12-16': 0, '2023-12-17': 0, '2023-12-18': 0, '2023-12-19': 0, '2023-12-20': 0, '2023-12-21': 0, '2023-12-22': 0}"
Adrian Foster (ice hockey),"Adrian Foster (born January 15, 1982) is a Canadian former professional ice hockey centre. He was dr",193,4,1496,245,7,"{'2023-10-24': 2, '2023-10-25': 1, '2023-10-26': 2, '2023-10-27': 1, '2023-10-28': 2, '2023-10-29': 0, '2023-10-30': 3, '2023-10-31': 2, '2023-11-01': 3, '2023-11-02': 3, '2023-11-03': 10, '2023-11-04': 2, '2023-11-05': None, '2023-11-06': 0, '2023-11-07': 2, '2023-11-08': 0, '2023-11-09': 7, '2023-11-10': 3, '2023-11-11': 3, '2023-11-12': 2, '2023-11-13': 3, '2023-11-14': 2, '2023-11-15': 1, '2023-11-16': 1, '2023-11-17': 1, '2023-11-18': 3, '2023-11-19': 1, '2023-11-20': 2, '2023-11-21': 1, '2023-11-22': 6, '2023-11-23': 5, '2023-11-24': 3, '2023-11-25': 2, '2023-11-26': 1, '2023-11-27': 1, '2023-11-28': 8, '2023-11-29': 2, '2023-11-30': 0, '2023-12-01': 2, '2023-12-02': 1, '2023-12-03': 0, '2023-12-04': 3, '2023-12-05': 5, '2023-12-06': 0, '2023-12-07': 0, '2023-12-08': 2, '2023-12-09': 1, '2023-12-10': 1, '2023-12-11': 1, '2023-12-12': 3, '2023-12-13': 2, '2023-12-14': 0, '2023-12-15': 1, '2023-12-16': 3, '2023-12-17': 4, '2023-12-18': 0, '2023-12-19': 3, '2023-12-20': 3, '2023-12-21': 0, '2023-12-22': 0}"
Principal (Catholic Church),"Principal (Portuguese: Principal, Portuguese pronunciation: [pɾĩsiˈpal]; pl. Principais), or more fo",1096,0,1096,155,1,"{'2023-10-24': 1, '2023-10-25': 1, '2023-10-26': 1, '2023-10-27': 2, '2023-10-28': 0, '2023-10-29': 0, '2023-10-30': None, '2023-10-31': 0, '2023-11-01': 0, '2023-11-02': 2, '2023-11-03': 0, '2023-11-04': 0, '2023-11-05': 2, '2023-11-06': 2, '2023-11-07': 1, '2023-11-08': 0, '2023-11-09': 2, '2023-11-10': 0, '2023-11-11': 0, '2023-11-12': 2, '2023-11-13': 4, '2023-11-14': 0, '2023-11-15': 3, '2023-11-16': 1, '2023-11-17': 1, '2023-11-18': 2, '2023-11-19': 1, '2023-11-20': 0, '2023-11-21': 0, '2023-11-22': 0, '2023-11-23': 1, '2023-11-24': 1, '2023-11-25': 2, '2023-11-26': 0, '2023-11-27': 0, '2023-11-28': 1, '2023-11-29': 1, '2023-11-30': 1, '2023-12-01': 0, '2023-12-02': None, '2023-12-03': 0, '2023-12-04': 1, '2023-12-05': 1, '2023-12-06': 0, '2023-12-07': 0, '2023-12-08': 0, '2023-12-09': 3, '2023-12-10': 0, '2023-12-11': 0, '2023-12-12': 1, '2023-12-13': 1, '2023-12-14': 0, '2023-12-15': 3, '2023-12-16': 1, '2023-12-17': 0, '2023-12-18': 1, '2023-12-19': 0, '2023-12-20': 0, '2023-12-21': 1, '2023-12-22': 0}"
Lock Me In,"""Lock Me In"" is a song by Georgian experimental rock band Circus Mircus. Released as a single on 9 M",320,2,2261,379,11,"{'2023-10-24': 1, '2023-10-25': 1, '2023-10-26': 2, '2023-10-27': 0, '2023-10-28': 1, '2023-10-29': 6, '2023-10-30': 3, '2023-10-31': 0, '2023-11-01': 3, '2023-11-02': 10, '2023-11-03': 5, '2023-11-04': 4, '2023-11-05': 3, '2023-11-06': 1, '2023-11-07': 3, '2023-11-08': 4, '2023-11-09': 7, '2023-11-10': 0, '2023-11-11': 5, '2023-11-12': 1, '2023-11-13': 2, '2023-11-14': 2, '2023-11-15': 3, '2023-11-16': 6, '2023-11-17': 2, '2023-11-18': 3, '2023-11-19': 5, '2023-11-20': 2, '2023-11-21': 3, '2023-11-22': 4, '2023-11-23': 1, '2023-11-24': 11, '2023-11-25': 2, '2023-11-26': 3, '2023-11-27': 0, '2023-11-28': 2, '2023-11-29': 3, '2023-11-30': 0, '2023-12-01': 4, '2023-12-02': 4, '2023-12-03': 1, '2023-12-04': 1, '2023-12-05': 3, '2023-12-06': 4, '2023-12-07': 1, '2023-12-08': 1, '2023-12-09': 8, '2023-12-10': 6, '2023-12-11': 5, '2023-12-12': 1, '2023-12-13': 0, '2023-12-14': 5, '2023-12-15': 2, '2023-12-16': 3, '2023-12-17': 5, '2023-12-18': 2, '2023-12-19': 5, '2023-12-20': 1, '2023-12-21': 1, '2023-12-22': 1}"
Mercy (Brett Young song),"""Mercy"" is a song written by Brett Young and Sean McConnell, and recorded by Young for his eponymous",628,5,2342,399,1,"{'2023-10-24': 15, '2023-10-25': 9, '2023-10-26': 16, '2023-10-27': 11, '2023-10-28': 22, '2023-10-29': 11, '2023-10-30': 15, '2023-10-31': 12, '2023-11-01': 14, '2023-11-02': 9, '2023-11-03': 22, '2023-11-04': 17, '2023-11-05': 16, '2023-11-06': 6, '2023-11-07': 26, '2023-11-08': 25, '2023-11-09': 23, '2023-11-10': 14, '2023-11-11': 16, '2023-11-12': 16, '2023-11-13': 9, '2023-11-14': 17, '2023-11-15': 14, '2023-11-16': 18, '2023-11-17': 22, '2023-11-18': 16, '2023-11-19': 9, '2023-11-20': 16, '2023-11-21': 17, '2023-11-22': 19, '2023-11-23': 20, '2023-11-24': 9, '2023-11-25': 15, '2023-11-26': 24, '2023-11-27': 12, '2023-11-28': 14, '2023-11-29': 10, '2023-11-30': 12, '2023-12-01': 23, '2023-12-02': 11, '2023-12-03': 18, '2023-12-04': 10, '2023-12-05': 17, '2023-12-06': 11, '2023-12-07': 10, '2023-12-08': 13, '2023-12-09': 14, '2023-12-10': 22, '2023-12-11': 16, '2023-12-12': 15, '2023-12-13': 13, '2023-12-14': 21, '2023-12-15': 15, '2023-12-16': 7, '2023-12-17': 11, '2023-12-18': 14, '2023-12-19': 13, '2023-12-20': 15, '2023-12-21': 12, '2023-12-22': 10}"
Macedonian Apostolic Vicariate of the Bulgarians,The Macedonian Apostolic Vicariate of the Bulgarians (Latin: Apostolicus Vicariatus Macedoniaensis B,485,6,3626,499,5,"{'2023-10-24': 0, '2023-10-25': 1, '2023-10-26': 1, '2023-10-27': 2, '2023-10-28': None, '2023-10-29': 3, '2023-10-30': 0, '2023-10-31': 0, '2023-11-01': None, '2023-11-02': 0, '2023-11-03': 0, '2023-11-04': 1, '2023-11-05': None, '2023-11-06': 1, '2023-11-07': 0, '2023-11-08': 2, '2023-11-09': 0, '2023-11-10': 2, '2023-11-11': 0, '2023-11-12': 1, '2023-11-13': 0, '2023-11-14': 1, '2023-11-15': 1, '2023-11-16': 4, '2023-11-17': 5, '2023-11-18': 0, '2023-11-19': 2, '2023-11-20': 0, '2023-11-21': 1, '2023-11-22': 4, '2023-11-23': 0, '2023-11-24': None, '2023-11-25': 1, '2023-11-26': 1, '2023-11-27': None, '2023-11-28': 3, '2023-11-29': 0, '2023-11-30': 1, '2023-12-01': 0, '2023-12-02': 1, '2023-12-03': None, '2023-12-04': 1, '2023-12-05': 0, '2023-12-06': 0, '2023-12-07': 0, '2023-12-08': 0, '2023-12-09': None, '2023-12-10': 0, '2023-12-11': 0, '2023-12-12': 1, '2023-12-13': 2, '2023-12-14': 1, '2023-12-15': 1, '2023-12-16': 0, '2023-12-17': 0, '2023-12-18': 1, '2023-12-19': 2, '2023-12-20': 1, '2023-12-21': 2, '2023-12-22': 1}"
Kwan Tai temples in Hong Kong,There are several Kwan Tai Temples (Chinese: 關帝廟) in Hong Kong. Guan Yu (Kwan Tai in Cantonese) is w,662,3,949,165,4,"{'2023-10-24': 1, '2023-10-25': 1, '2023-10-26': 2, '2023-10-27': 3, '2023-10-28': 1, '2023-10-29': 1, '2023-10-30': 3, '2023-10-31': 2, '2023-11-01': 2, '2023-11-02': 6, '2023-11-03': 2, '2023-11-04': 3, '2023-11-05': 3, '2023-11-06': 2, '2023-11-07': 5, '2023-11-08': 2, '2023-11-09': 2, '2023-11-10': 1, '2023-11-11': 2, '2023-11-12': 9, '2023-11-13': 2, '2023-11-14': 1, '2023-11-15': 1, '2023-11-16': 2, '2023-11-17': 3, '2023-11-18': 5, '2023-11-19': 1, '2023-11-20': 6, '2023-11-21': 1, '2023-11-22': 11, '2023-11-23': 5, '2023-11-24': 3, '2023-11-25': 4, '2023-11-26': 5, '2023-11-27': 4, '2023-11-28': 2, '2023-11-29': 2, '2023-11-30': 3, '2023-12-01': 2, '2023-12-02': 2, '2023-12-03': 1, '2023-12-04': 3, '2023-12-05': 4, '2023-12-06': 5, '2023-12-07': 2, '2023-12-08': 0, '2023-12-09': 1, '2023-12-10': 4, '2023-12-11': 5, '2023-12-12': 5, '2023-12-13': 3, '2023-12-14': 2, '2023-12-15': 3, '2023-12-16': 1, '2023-12-17': 5, '2023-12-18': 3, '2023-12-19': 1, '2023-12-20': 3, '2023-12-21': 3, '2023-12-22': 0}"
Ceroxys obscuripes,Ceroxys obscuripes is a species of ulidiid or picture-winged fly in the genus Ceroxys of the family ,129,0,129,21,1,"{'2023-10-24': 0, '2023-10-25': 0, '2023-10-26': 0, '2023-10-27': 1, '2023-10-28': 0, '2023-10-29': None, '2023-10-30': None, '2023-10-31': None, '2023-11-01': None, '2023-11-02': 0, '2023-11-03': None, '2023-11-04': None, '2023-11-05': None, '2023-11-06': None, '2023-11-07': None, '2023-11-08': None, '2023-11-09': 1, '2023-11-10': 0, '2023-11-11': None, '2023-11-12': None, '2023-11-13': 0, '2023-11-14': 0, '2023-11-15': 0, '2023-11-16': 0, '2023-11-17': 0, '2023-11-18': 0, '2023-11-19': None, '2023-11-20': None, '2023-11-21': None, '2023-11-22': None, '2023-11-23': 0, '2023-11-24': 0, '2023-11-25': None, '2023-11-26': None, '2023-11-27': None, '2023-11-28': None, '2023-11-29': 0, '2023-11-30': None, '2023-12-01': 0, '2023-12-02': 0, '2023-12-03': 0, '2023-12-04': 0, '2023-12-05': None, '2023-12-06': None, '2023-12-07': None, '2023-12-08': None, '2023-12-09': None, '2023-12-10': None, '2023-12-11': 0, '2023-12-12': None, '2023-12-13': 0, '2023-12-14': None, '2023-12-15': 0, '2023-12-16': 0, '2023-12-17': None, '2023-12-18': None, '2023-12-19': 0, '2023-12-20': None, '2023-12-21': None, '2023-12-22': None}"
United Nations Security Council Resolution 1522,"United Nations Security Council resolution 1522, adopted unanimously on 15 January 2004, after recal",1360,3,1637,248,8,"{'2023-10-24': 0, '2023-10-25': 0, '2023-10-26': 1, '2023-10-27': 1, '2023-10-28': 1, '2023-10-29': None, '2023-10-30': 0, '2023-10-31': 1, '2023-11-01': 0, '2023-11-02': 1, '2023-11-03': 2, '2023-11-04': None, '2023-11-05': 2, '2023-11-06': 1, '2023-11-07': 1, '2023-11-08': 0, '2023-11-09': 2, '2023-11-10': 1, '2023-11-11': 0, '2023-11-12': 1, '2023-11-13': 2, '2023-11-14': 0, '2023-11-15': 0, '2023-11-16': 0, '2023-11-17': 1, '2023-11-18': 1, '2023-11-19': None, '2023-11-20': 1, '2023-11-21': 0, '2023-11-22': 0, '2023-11-23': 1, '2023-11-24': 2, '2023-11-25': 0, '2023-11-26': 2, '2023-11-27': 0, '2023-11-28': None, '2023-11-29': 0, '2023-11-30': 0, '2023-12-01': 0, '2023-12-02': None, '2023-12-03': 1, '2023-12-04': 0, '2023-12-05': 0, '2023-12-06': 0, '2023-12-07': 0, '2023-12-08': 2, '2023-12-09': 0, '2023-12-10': 1, '2023-12-11': 2, '2023-12-12': 0, '2023-12-13': 0, '2023-12-14': None, '2023-12-15': 1, '2023-12-16': 0, '2023-12-17': 2, '2023-12-18': 0, '2023-12-19': 1, '2023-12-20': 1, '2023-12-21': 0, '2023-12-22': 1}"
1985 Alpine Skiing World Cup – Men's combined,Men's combined World Cup 1984/1985,34,1,180,29,1,"{'2023-10-24': 0, '2023-10-25': 0, '2023-10-26': 1, '2023-10-27': 0, '2023-10-28': None, '2023-10-29': 0, '2023-10-30': None, '2023-10-31': None, '2023-11-01': 0, '2023-11-02': None, '2023-11-03': 0, '2023-11-04': 0, '2023-11-05': 0, '2023-11-06': 1, '2023-11-07': 0, '2023-11-08': 0, '2023-11-09': None, '2023-11-10': None, '2023-11-11': 0, '2023-11-12': 0, '2023-11-13': 0, '2023-11-14': 0, '2023-11-15': 0, '2023-11-16': 0, '2023-11-17': 0, '2023-11-18': 0, '2023-11-19': 0, '2023-11-20': 0, '2023-11-21': None, '2023-11-22': 1, '2023-11-23': 0, '2023-11-24': None, '2023-11-25': None, '2023-11-26': 0, '2023-11-27': 0, '2023-11-28': 1, '2023-11-29': None, '2023-11-30': 0, '2023-12-01': None, '2023-12-02': 0, '2023-12-03': None, '2023-12-04': 0, '2023-12-05': 0, '2023-12-06': None, '2023-12-07': None, '2023-12-08': None, '2023-12-09': 0, '2023-12-10': 0, '2023-12-11': None, '2023-12-12': None, '2023-12-13': None, '2023-12-14': None, '2023-12-15': 0, '2023-12-16': 2, '2023-12-17': 1, '2023-12-18': None, '2023-12-19': 0, '2023-12-20': 0, '2023-12-21': None, '2023-12-22': 0}"
"Custom House, Barrow-in-Furness","The Custom House in Barrow-in-Furness, Cumbria, England is a former government building, having hous",628,2,689,110,1,"{'2023-10-24': 0, '2023-10-25': None, '2023-10-26': 1, '2023-10-27': None, '2023-10-28': 3, '2023-10-29': 0, '2023-10-30': 0, '2023-10-31': 2, '2023-11-01': 0, '2023-11-02': 3, '2023-11-03': 2, '2023-11-04': None, '2023-11-05': 0, '2023-11-06': 2, '2023-11-07': 1, '2023-11-08': 1, '2023-11-09': 1, '2023-11-10': 1, '2023-11-11': 2, '2023-11-12': 2, '2023-11-13': 0, '2023-11-14': 0, '2023-11-15': None, '2023-11-16': 1, '2023-11-17': 2, '2023-11-18': 0, '2023-11-19': 2, '2023-11-20': 0, '2023-11-21': 0, '2023-11-22': 1, '2023-11-23': None, '2023-11-24': 0, '2023-11-25': 0, '2023-11-26': 0, '2023-11-27': 0, '2023-11-28': 0, '2023-11-29': 0, '2023-11-30': 2, '2023-12-01': 0, '2023-12-02': 3, '2023-12-03': 1, '2023-12-04': 1, '2023-12-05': 2, '2023-12-06': 1, '2023-12-07': 0, '2023-12-08': 0, '2023-12-09': None, '2023-12-10': 1, '2023-12-11': 0, '2023-12-12': None, '2023-12-13': None, '2023-12-14': 1, '2023-12-15': 0, '2023-12-16': 0, '2023-12-17': 0, '2023-12-18': 0, '2023-12-19': None, '2023-12-20': None, '2023-12-21': 2, '2023-12-22': 1}"
EnerWorks,"EnerWorks Inc. is a North American solar thermal technology provider headquartered in Woodstock, Ont",622,1,689,95,1,"{'2023-10-24': 3, '2023-10-25': None, '2023-10-26': 0, '2023-10-27': 1, '2023-10-28': 0, '2023-10-29': 0, '2023-10-30': 1, '2023-10-31': 0, '2023-11-01': 1, '2023-11-02': 1, '2023-11-03': 0, '2023-11-04': None, '2023-11-05': 1, '2023-11-06': None, '2023-11-07': 0, '2023-11-08': 0, '2023-11-09': 0, '2023-11-10': 2, '2023-11-11': 0, '2023-11-12': 0, '2023-11-13': None, '2023-11-14': 1, '2023-11-15': 1, '2023-11-16': 0, '2023-11-17': 1, '2023-11-18': 0, '2023-11-19': 0, '2023-11-20': 1, '2023-11-21': 1, '2023-11-22': 0, '2023-11-23': 0, '2023-11-24': 0, '2023-11-25': 0, '2023-11-26': 0, '2023-11-27': 2, '2023-11-28': 0, '2023-11-29': 0, '2023-11-30': 0, '2023-12-01': 1, '2023-12-02': 3, '2023-12-03': 0, '2023-12-04': 1, '2023-12-05': 0, '2023-12-06': 0, '2023-12-07': 1, '2023-12-08': 0, '2023-12-09': 0, '2023-12-10': 1, '2023-12-11': 1, '2023-12-12': 0, '2023-12-13': 2, '2023-12-14': 0, '2023-12-15': 0, '2023-12-16': 0, '2023-12-17': 1, '2023-12-18': 2, '2023-12-19': 0, '2023-12-20': 0, '2023-12-21': 0, '2023-12-22': 2}"
